2023-04-20 05:51:29,096 INFO Tickers: ['WMT']
2023-04-20 05:52:28,617 INFO Negative OS: -1.7039864372649989 --- ticker WMT --- day 2017-04-18 --- time 48600
2023-04-20 05:54:25,080 INFO Negative OS: -6.339219098872445 --- ticker WMT --- day 2017-11-14 --- time 50400
2023-04-20 05:55:39,778 INFO Negative OS: -0.7363787759576252 --- ticker WMT --- day 2018-03-09 --- time 48600
2023-04-20 05:56:13,621 INFO Negative OS: -4.059537617530613 --- ticker WMT --- day 2018-05-08 --- time 52200
2023-04-20 06:00:40,860 INFO Negative OS: -1.5981681920244504 --- ticker WMT --- day 2019-08-22 --- time 46800
2023-04-20 06:01:15,401 INFO Negative OS: -1.4595943244817247 --- ticker WMT --- day 2019-10-01 --- time 50400
2023-04-20 06:01:27,443 INFO Negative OS: -0.019089723255969693 --- ticker WMT --- day 2019-10-22 --- time 48600
2023-04-20 06:01:28,716 INFO Negative OS: -9.531347227223135 --- ticker WMT --- day 2019-10-23 --- time 41400
2023-04-20 06:01:47,013 INFO Negative OS: -0.23516762250935264 --- ticker WMT --- day 2019-11-13 --- time 45000
2023-04-20 06:01:54,228 INFO Negative OS: -0.09524119179756707 --- ticker WMT --- day 2019-11-15 --- time 50400
2023-04-20 06:02:14,126 INFO ofi_add_9: 5.0302209184349625e-05 , std 5.2689999923908596e-05 
2023-04-20 06:02:14,126 INFO ofi_add_10: 5.206565973894848e-05 , std 5.6290547814663496e-05 
2023-04-20 06:02:14,126 INFO ofi_cancel_1: 3.097355930111425e-05 , std 4.1200323436865966e-05 
2023-04-20 06:02:14,126 INFO ofi_cancel_2: 6.12012066984537e-05 , std 4.624294560300371e-05 
2023-04-20 06:02:14,127 INFO ofi_cancel_3: 6.152245857329771e-05 , std 4.502857515772115e-05 
2023-04-20 06:02:14,127 INFO ofi_cancel_4: 5.526684582550127e-05 , std 4.3513134176415335e-05 
2023-04-20 06:02:14,127 INFO ofi_cancel_5: 4.622201230201287e-05 , std 3.987153152031443e-05 
2023-04-20 06:02:14,127 INFO ofi_cancel_6: 4.658039924766719e-05 , std 4.76337779455304e-05 
2023-04-20 06:02:14,127 INFO ofi_cancel_7: 5.2889674497674965e-05 , std 5.487678675875288e-05 
2023-04-20 06:02:14,127 INFO ofi_cancel_8: 5.2425202608704194e-05 , std 5.792143125154628e-05 
2023-04-20 06:02:14,127 INFO ofi_cancel_9: 5.043130136165337e-05 , std 6.19234820657781e-05 
2023-04-20 06:02:14,127 INFO ofi_cancel_10: 4.887306558657552e-05 , std 6.267578450789779e-05 
2023-04-20 06:02:14,127 INFO ofi_trade_1: 1.7198694620762744e-05 , std 5.0175438429019814e-05 
2023-04-20 06:02:14,127 INFO ofi_trade_2: 5.089340547560375e-05 , std 5.976140441794786e-05 
2023-04-20 06:02:14,127 INFO ofi_trade_3: 5.9566217777631844e-05 , std 5.879482220537099e-05 
2023-04-20 06:02:14,127 INFO ofi_trade_4: 5.769801932875356e-05 , std 5.6244017323900986e-05 
2023-04-20 06:02:14,127 INFO ofi_trade_5: 4.8548179614562105e-05 , std 5.0873876480276594e-05 
2023-04-20 06:02:14,127 INFO ofi_trade_6: 4.7651873423981965e-05 , std 5.279344395207755e-05 
2023-04-20 06:02:14,127 INFO ofi_trade_7: 6.022373358504542e-05 , std 6.673279804539878e-05 
2023-04-20 06:02:14,127 INFO ofi_trade_8: 5.468425441105552e-05 , std 6.327249208409788e-05 
2023-04-20 06:02:14,127 INFO ofi_trade_9: 4.6676426056990854e-05 , std 6.140523515008469e-05 
2023-04-20 06:02:14,127 INFO ofi_trade_10: 4.9125485505385455e-05 , std 6.17849489158277e-05 
2023-04-20 06:02:14,127 INFO t_intercept: -0.024389396686167162 , std 0.9628939148152496 
2023-04-20 06:02:14,127 INFO t_ofi_add_1: 1.2265380592618371 , std 1.1265751570180023 
2023-04-20 06:02:14,127 INFO t_ofi_add_2: 1.648176152090378 , std 1.1880461233875121 
2023-04-20 06:02:14,127 INFO t_ofi_add_3: 1.8427218861733008 , std 1.2628623725165513 
2023-04-20 06:02:14,127 INFO t_ofi_add_4: 1.726295871101799 , std 1.2421378702637735 
2023-04-20 06:02:14,127 INFO t_ofi_add_5: 1.5830389598725718 , std 1.2217193073320518 
2023-04-20 06:02:14,127 INFO t_ofi_add_6: 1.5047603766678654 , std 1.1820876400953468 
2023-04-20 06:02:14,127 INFO t_ofi_add_7: 1.5985121570493976 , std 1.2923604427135804 
2023-04-20 06:02:14,127 INFO t_ofi_add_8: 1.2254247982291828 , std 1.1185890958981675 
2023-04-20 06:02:14,127 INFO t_ofi_add_9: 1.0552548800987516 , std 1.0583489455692905 
2023-04-20 06:02:14,127 INFO t_ofi_add_10: 1.1630691611297022 , std 1.206802595681063 
2023-04-20 06:02:14,127 INFO t_ofi_cancel_1: 0.8442353586156164 , std 1.067879467576446 
2023-04-20 06:02:14,127 INFO t_ofi_cancel_2: 1.6324637735786676 , std 1.2018707383459213 
2023-04-20 06:02:14,127 INFO t_ofi_cancel_3: 1.6770765767206806 , std 1.2139876536893783 
2023-04-20 06:02:14,127 INFO t_ofi_cancel_4: 1.5825911393701777 , std 1.1849910170632045 
2023-04-20 06:02:14,127 INFO t_ofi_cancel_5: 1.4319544417804955 , std 1.1538440242615464 
2023-04-20 06:02:14,127 INFO t_ofi_cancel_6: 1.2850883798432942 , std 1.1300659084815734 
2023-04-20 06:02:14,127 INFO t_ofi_cancel_7: 1.2431936294439185 , std 1.1614354484939606 
2023-04-20 06:02:14,127 INFO t_ofi_cancel_8: 1.048416432497417 , std 1.0731020738915544 
2023-04-20 06:02:14,127 INFO t_ofi_cancel_9: 0.9128966610220305 , std 1.0244477531139728 
2023-04-20 06:02:14,127 INFO t_ofi_cancel_10: 0.9816978455414915 , std 1.164238659082617 
2023-04-20 06:02:14,127 INFO t_ofi_trade_1: 0.2691840857203252 , std 0.7392730937690276 
2023-04-20 06:02:14,127 INFO t_ofi_trade_2: 0.8810152573310961 , std 1.0142123798919576 
2023-04-20 06:02:14,127 INFO t_ofi_trade_3: 1.099050885358975 , std 1.0723993461614998 
2023-04-20 06:02:14,127 INFO t_ofi_trade_4: 1.1504342393236537 , std 1.0912174444817353 
2023-04-20 06:02:14,127 INFO t_ofi_trade_5: 1.0705760531837807 , std 1.0853686822703728 
2023-04-20 06:02:14,127 INFO t_ofi_trade_6: 1.0355430932479845 , std 1.070866817412063 
2023-04-20 06:02:14,127 INFO t_ofi_trade_7: 1.135480070872586 , std 1.1492791870600718 
2023-04-20 06:02:14,127 INFO t_ofi_trade_8: 0.9190347402130801 , std 1.0089963260939319 
2023-04-20 06:02:14,127 INFO t_ofi_trade_9: 0.7598967027683784 , std 0.9577401323802714 
2023-04-20 06:02:14,127 INFO t_ofi_trade_10: 0.8547090862369906 , std 1.0859546220133036 
2023-04-20 06:02:14,127 INFO p_intercept: 0.5188466376810923 , std 0.28642199598195056 
2023-04-20 06:02:14,127 INFO p_ofi_add_1: 0.38605203363789187 , std 0.35917883879650275 
2023-04-20 06:02:14,128 INFO p_ofi_add_2: 0.2796161739363985 , std 0.3246187552909033 
2023-04-20 06:02:14,128 INFO p_ofi_add_3: 0.23755154970815615 , std 0.3064370186706168 
2023-04-20 06:02:14,128 INFO p_ofi_add_4: 0.2656337777656002 , std 0.32121246781735513 
2023-04-20 06:02:14,128 INFO p_ofi_add_5: 0.30128363681083103 , std 0.33506028424280726 
2023-04-20 06:02:14,128 INFO p_ofi_add_6: 0.3173936342441422 , std 0.3364758963060877 
2023-04-20 06:02:14,128 INFO p_ofi_add_7: 0.3106362838949524 , std 0.34118318531213115 
2023-04-20 06:02:14,128 INFO p_ofi_add_8: 0.4119511047825399 , std 0.36590656240344244 
2023-04-20 06:02:14,128 INFO p_ofi_add_9: 0.4717011738709531 , std 0.37607245154980085 
2023-04-20 06:02:14,128 INFO p_ofi_add_10: 0.4624764017036065 , std 0.386780217444399 
2023-04-20 06:02:14,128 INFO p_ofi_cancel_1: 0.5263969792660556 , std 0.3868311598570848 
2023-04-20 06:02:14,128 INFO p_ofi_cancel_2: 0.29011363653009975 , std 0.33786991163573477 
2023-04-20 06:02:14,128 INFO p_ofi_cancel_3: 0.2762000392478322 , std 0.3317207807249524 
2023-04-20 06:02:14,128 INFO p_ofi_cancel_4: 0.29743873426635026 , std 0.3383608775192626 
2023-04-20 06:02:14,128 INFO p_ofi_cancel_5: 0.338891071869575 , std 0.351735766283616 
2023-04-20 06:02:14,128 INFO p_ofi_cancel_6: 0.38238957146646896 , std 0.36399813874777137 
2023-04-20 06:02:14,128 INFO p_ofi_cancel_7: 0.41288264770827887 , std 0.3795420931326333 
2023-04-20 06:02:14,128 INFO p_ofi_cancel_8: 0.47777649469025013 , std 0.38444148930272326 
2023-04-20 06:02:14,128 INFO p_ofi_cancel_9: 0.5319799252172273 , std 0.3885029213179134 
2023-04-20 06:02:14,128 INFO p_ofi_cancel_10: 0.5398742889210989 , std 0.4076069069919399 
2023-04-20 06:02:14,128 INFO p_ofi_trade_1: 0.7939275791148473 , std 0.330017273087397 
2023-04-20 06:02:14,128 INFO p_ofi_trade_2: 0.5458444412019078 , std 0.39132646454339515 
2023-04-20 06:02:14,128 INFO p_ofi_trade_3: 0.44827861316774986 , std 0.38351126070526514 
2023-04-20 06:02:14,128 INFO p_ofi_trade_4: 0.428962697316606 , std 0.3790342941283388 
2023-04-20 06:02:14,128 INFO p_ofi_trade_5: 0.4539729050545219 , std 0.3814037901881135 
2023-04-20 06:02:14,128 INFO p_ofi_trade_6: 0.4770459828412508 , std 0.3838376747793264 
2023-04-20 06:02:14,128 INFO p_ofi_trade_7: 0.4576117251568258 , std 0.3916209674926084 
2023-04-20 06:02:14,128 INFO p_ofi_trade_8: 0.5268200846146538 , std 0.3895211279357652 
2023-04-20 06:02:14,128 INFO p_ofi_trade_9: 0.5974898432587927 , std 0.3863264454493484 
2023-04-20 06:02:14,128 INFO p_ofi_trade_10: 0.5783590264593066 , std 0.40195330608738794 
